Team,Winrate,Elo,International Elo,LAN Winrate,K/D Ratio,Average Damage,Average Combat Score,Average First Kills,Average First Deaths Per Round,Rating,KAST,Clutch Success,Image Path,Region,id
ULF Esports,25.0,1470.3965685253206,1500.0,50.0,0.8728750000000001,117.58405448717949,182.7605769230769,2.456570512820513,0.1181602564102564,0.8392307692307692,66.44326923076923,43.51322751322751,/static/logos/ulf-esports-logo.png,EMEA,80
VARREL,60.0,1575.2717471917338,1500.0,50.0,0.9350401075346402,123.64155629399195,187.9416489913273,3.632768115258924,1.0244864449786324,0.9193220878896431,66.44158418174962,26.765277777777776,/static/logos/varrel-logo.png,Pacific,81
Version1,50.0,1498.7574835519424,1498.7574835519424,50.0,0.9669588744588744,125.29256854256855,193.31493506493507,4.404401154401154,0.09504329004329004,0.9764321789321788,69.17676767676768,19.03125,/static/logos/version1-logo.png,AMER,82
Vision Strikers,50.0,1514.111442649197,1514.111442649197,43.56435643564357,1.1707247266622267,130.43189102564102,194.17924783549782,3.1007534132534134,0.09236385142635144,1.061524864024864,73.65367271617272,10.233780108780108,/static/logos/vision-strikers-logo.png,Pacific,83
Wolves Esports,33.33333333333333,1427.7209457804668,1544.110496830653,60.00000000000001,0.967976614953279,125.36148981917265,190.2918833060601,3.22480247950953,0.43384677122128357,0.967845493913961,69.56667137165257,39.94897959183674,/static/logos/wolves-esports-logo.png,CN,84
X10 Esports,42.857142857142854,1473.2442291757395,1473.2442291757395,39.42307692307692,1.050095915988773,132.71201596023025,201.64735740450027,3.3373590695019266,0.09020604395604395,0.9923565541601256,69.99009680795395,10.864246467817896,/static/logos/x10-esports-logo.png,Pacific,85
XERXIA Esports,14.285714285714285,1414.9128358259875,1414.9128358259875,21.153846153846153,0.9390917958092329,129.77892065917277,195.18556286150826,3.466604823747681,0.10978507312015716,0.9326381234311907,67.65519616937684,14.222545836516426,/static/logos/xerxia-esports-logo.png,Pacific,86
XSET,57.14285714285714,1532.1781015512506,1532.1781015512506,62.376237623762385,0.9798706848706848,126.35272897037602,194.0688363923658,3.420977715095362,0.10139706698530228,0.970871420829404,70.9831638949286,10.258064892623716,/static/logos/xset-logo.png,AMER,87
Xi Lai Gaming,40.0,1482.6597094659994,1397.818841287121,18.81188118811881,1.0364747290438168,129.57531348281347,197.7680878843379,3.4440567765567764,1.9380395072520074,0.9721924371924371,72.33147454397455,23.333333333333332,/static/logos/xilai-logo.png,CN,88
Xipto Esports,0.0,1449.7414075435513,1500.0,50.0,1.0,130.0,200.0,5.0,0.25,1.0,70.0,15.0,/static/logos/xipto-esports-logo.png,Pacific,89
ZETA DIVISION,40.0,1397.6106775696348,1447.477444679655,17.75700934579439,0.9206235268494722,120.58769741696211,184.86556889189242,3.1323598297127706,0.5700930865974984,0.9030656902465726,68.6340198853434,27.78624135124135,/static/logos/zeta-division-logo.png,Pacific,90
